ID	Language_ID	Source	Parameter_ID	NumberValue	Value	Form	Comment_contributor	Loan	Gloss	Comment_glosser	Alternate_gloss
numerals-bedj1245-1-thousand-1	numerals-bedj1245-1	Chan2019	thousand	1000	sàkɨ kárē	sakikare	( sàkɨ < French)	TRUE	1000·1		
numerals-bedj1245-1-twothousand-1	numerals-bedj1245-1	Chan2019	twothousand	2000	sàkɨ ɟó	sakijo		FALSE	1000·2		
ID	Language_ID	Source	Parameter_ID	NumberValue	Value	Form	Comment_contributor	Loan	Gloss	Comment_glosser	Alternate_gloss
numerals-bong1285-1-one-1	numerals-bong1285-1	Chan2019	one	1	kɔ̀tʊ́	kotu		FALSE	1		
numerals-bong1285-1-two-1	numerals-bong1285-1	Chan2019	two	2	ŋɡɔ̀r	nggor		FALSE	2		
numerals-bong1285-1-three-1	numerals-bong1285-1	Chan2019	three	3	mʊ̀tːà	muta		FALSE	3		
numerals-bong1285-1-four-1	numerals-bong1285-1	Chan2019	four	4	ʔɛ́w	ew		FALSE	4		
numerals-bong1285-1-five-1	numerals-bong1285-1	Chan2019	five	5	múì	mui		FALSE	5		
numerals-bong1285-1-six-1	numerals-bong1285-1	Chan2019	six	6	dɔ̀kɔtʊ́	dokotu	( 5 + 1 )	FALSE	5'+1		
numerals-bong1285-1-seven-1	numerals-bong1285-1	Chan2019	seven	7	dɔ́ŋɡɔr	donggor	( 5 + 2 )	FALSE	5'+2		
numerals-bong1285-1-eight-1	numerals-bong1285-1	Chan2019	eight	8	dɔ̀mʊ́tːà	domuta	( 5 + 3 )	FALSE	5'+3		
numerals-bong1285-1-nine-1	numerals-bong1285-1	Chan2019	nine	9	dɔ̀mʔɛ́w	domew	( 5 + 4 )	FALSE	5'+4		
numerals-bong1285-1-ten-1	numerals-bong1285-1	Chan2019	ten	10	kɪ̀ː	ki		FALSE	10		
numerals-bong1285-1-eleven-1	numerals-bong1285-1	Chan2019	eleven	11	kɪː̀ (dɔ̀ː) kɔ̀tʊ́	kidokotu		FALSE	10+{LIG}1		
numerals-bong1285-1-twelve-1	numerals-bong1285-1	Chan2019	twelve	12	kɪː̀ (dɔ̀ː) ŋɡɔ̀r	kidonggor		FALSE	10+{LIG}2		
numerals-bong1285-1-thirteen-1	numerals-bong1285-1	Chan2019	thirteen	13	kɪː̀ (dɔ̀ː) mʊ̀tːà	kidomuta		FALSE	10+{LIG}3		
numerals-bong1285-1-fourteen-1	numerals-bong1285-1	Chan2019	fourteen	14	kɪː̀ (dɔ̀ː) ʔɛ́w	kidoew		FALSE	10+{LIG}4		
numerals-bong1285-1-fifteen-1	numerals-bong1285-1	Chan2019	fifteen	15	kɪː̀ (dɔ̀ː) múì	kidomui		FALSE	10+{LIG}5		
numerals-bong1285-1-sixteen-1	numerals-bong1285-1	Chan2019	sixteen	16	kɪː̀ (dɔ̀ː) dɔ̀kɔtʊ́	kidodokotu		FALSE	10+{LIG}5+{LIG}1		
numerals-bong1285-1-seventeen-1	numerals-bong1285-1	Chan2019	seventeen	17	kɪː̀ (dɔ̀ː) dɔ́ŋɡɔr	kidodonggor		FALSE	10+{LIG}5+{LIG}2		
numerals-bong1285-1-eighteen-1	numerals-bong1285-1	Chan2019	eighteen	18	kɪː̀ (dɔ̀ː) dɔ̀mʊ́tːà	kidodomuta		FALSE	10+{LIG}5+{LIG}3		
numerals-bong1285-1-nineteen-1	numerals-bong1285-1	Chan2019	nineteen	19	kɪː̀ (dɔ̀ː) dɔ̀mʔɛ́w	kidodomew		FALSE	10+{LIG}5+{LIG}4		
numerals-bong1285-1-twenty-1	numerals-bong1285-1	Chan2019	twenty	20	mbàba kɔ̀tʊ́	mbabakotu		FALSE	20·1		
numerals-bong1285-1-twentyone-1	numerals-bong1285-1	Chan2019	twentyone	21	mbàba kɔ̀tʊ́ dɔ̀ː kɔ̀tʊ́	mbabakotudokotu		FALSE	(20·1(+{LIG}1		
numerals-bong1285-1-twentytwo-1	numerals-bong1285-1	Chan2019	twentytwo	22	mbàba kɔ̀tʊ́ dɔ̀ː ŋɡɔ̀r	mbabakotudonggor		FALSE	(20·1(+{LIG}2		
numerals-bong1285-1-twentythree-1	numerals-bong1285-1	Chan2019	twentythree	23	mbàba kɔ̀tʊ́ dɔ̀ː mʊ̀tːà	mbabakotudomuta		FALSE	(20·1(+{LIG}3		
numerals-bong1285-1-twentyfour-1	numerals-bong1285-1	Chan2019	twentyfour	24	mbàba kɔ̀tʊ́ dɔ̀ː ʔɛ́w	mbabakotudoew		FALSE	(20·1(+{LIG}4		
numerals-bong1285-1-twentyfive-1	numerals-bong1285-1	Chan2019	twentyfive	25	mbàba kɔ̀tʊ́ dɔ̀ː múì	mbabakotudomui		FALSE	(20·1(+{LIG}5		
numerals-bong1285-1-twentysix-1	numerals-bong1285-1	Chan2019	twentysix	26	mbàba kɔ̀tʊ́ dɔ̀ː dɔ̀kɔtʊ́	mbabakotudodokotu		FALSE	(20·1(+{LIG}5+{LIG}1		
numerals-bong1285-1-twentyseven-1	numerals-bong1285-1	Chan2019	twentyseven	27	mbàba kɔ̀tʊ́ dɔ̀ː dɔ́ŋɡɔr	mbabakotudodonggor		FALSE	(20·1(+{LIG}5+{LIG}2		
numerals-bong1285-1-twentyeight-1	numerals-bong1285-1	Chan2019	twentyeight	28	mbàba kɔ̀tʊ́ dɔ̀ː dɔ̀mʊ́tːà	mbabakotudodomuta		FALSE	(20·1(+{LIG}5+{LIG}3		
numerals-bong1285-1-twentynine-1	numerals-bong1285-1	Chan2019	twentynine	29	mbàba kɔ̀tʊ́ dɔ̀ː dɔ̀mʔɛ́w	mbabakotudodomew		FALSE	(20·1(+{LIG}5+{LIG}4		
numerals-bong1285-1-thirty-1	numerals-bong1285-1	Chan2019	thirty	30	mbàba kɔ̀tʊ́ dɔ̀ː kɪ̀ː	mbabakotudoki		FALSE	(20·1)+{LIG}10		
numerals-bong1285-1-forty-1	numerals-bong1285-1	Chan2019	forty	40	mbàba ŋɡɔ̀r	mbabanggor	( 20 x 2 )	FALSE	20·2		
numerals-bong1285-1-fifty-1	numerals-bong1285-1	Chan2019	fifty	50	mbàba ŋɡɔ̀r dɔ̀ː kɪ̀ː	mbabanggordoki		FALSE	(20·2)+{LIG}10		
numerals-bong1285-1-sixty-1	numerals-bong1285-1	Chan2019	sixty	60	mbàba mʊ̀tːà	mbabamuta	( 20 x 3 )	FALSE	20·3		
numerals-bong1285-1-seventy-1	numerals-bong1285-1	Chan2019	seventy	70	mbàba mʊ̀tːà dɔ̀ː kɪ̀ː	mbabamutadoki		FALSE	(20·3)+{LIG}10		
numerals-bong1285-1-eighty-1	numerals-bong1285-1	Chan2019	eighty	80	mbàba ʔɛ́w	mbabaew	( 20 x 4 )	FALSE	20·4		
numerals-bong1285-1-ninety-1	numerals-bong1285-1	Chan2019	ninety	90	mbàba ʔɛ́w dɔ̀ː kɪ̀ː	mbabaewdoki		FALSE	(20·4)+{LIG}10		
numerals-bong1285-1-hundred-1	numerals-bong1285-1	Chan2019	hundred	100	mbàla múì	mbalamui	( 20 x 5 )	FALSE	20·5		
numerals-bong1285-1-twohundred-1	numerals-bong1285-1	Chan2019	twohundred	200	mbàba múì dɔ̀ː múì	mbabamuidomui		FALSE	20·(5+{LIG}5)		
numerals-bong1285-1-thousand-1	numerals-bong1285-1	Chan2019	thousand	1000	mbuda kɔ̀tʊ́	mbudakotu		FALSE	1000·1		
numerals-bong1285-1-twothousand-1	numerals-bong1285-1	Chan2019	twothousand	2000	mbuda ŋɡɔ̀r	mbudanggor		FALSE	1000·2		
ID	Language_ID	Source	Parameter_ID	NumberValue	Value	Form	Comment_contributor	Loan	Gloss	Comment_glosser	Alternate_gloss
numerals-efee1239-1-one-1	numerals-efee1239-1	Chan2019	one	1	édí	edi		FALSE	1		
numerals-efee1239-1-two-1	numerals-efee1239-1	Chan2019	two	2	ɛ̀ɡbɛ̄	egbe		FALSE	2		
numerals-efee1239-1-three-1	numerals-efee1239-1	Chan2019	three	3	tsínà	tsina		FALSE	3		
numerals-efee1239-1-four-1	numerals-efee1239-1	Chan2019	four	4	tsītɔ̀	tsito		FALSE	4		
numerals-efee1239-1-five-1	numerals-efee1239-1	Chan2019	five	5	tsībú	tsibu		FALSE	5		
numerals-efee1239-1-six-1	numerals-efee1239-1	Chan2019	six	6	tsínà tsínà	tsinatsina	( 3 + 3 )	FALSE	3+3		
numerals-efee1239-1-seven-1	numerals-efee1239-1	Chan2019	seven	7	tsínà tsītɔ̀	tsinatsito	( 3 + 4 )	FALSE	3+4		
numerals-efee1239-1-eight-1	numerals-efee1239-1	Chan2019	eight	8	tsītɔ̀ tsītɔ̀	tsitotsito	( 4 + 4 )	FALSE	4+4		
numerals-efee1239-1-nine-1	numerals-efee1239-1	Chan2019	nine	9	tsītɔ̀ tsībú	tsitotsibu	( 4 + 5 )	FALSE	4+5		
numerals-efee1239-1-ten-1	numerals-efee1239-1	Chan2019	ten	10	ádíbȍsí	adibosi		FALSE	10		
numerals-efee1239-1-eleven-1	numerals-efee1239-1	Chan2019	eleven	11	ádíbȍsí cù édí	adibosicuedi		FALSE	10+1		
numerals-efee1239-1-twenty-1	numerals-efee1239-1	Chan2019	twenty	20	mùtòtȍbí	mutotobi		FALSE	20{?}	insufficient data	
ID	Language_ID	Source	Parameter_ID	NumberValue	Value	Form	Comment_contributor	Loan	Gloss	Comment_glosser	Alternate_gloss
numerals-furu1242-1-one-1	numerals-furu1242-1	Chan2019	one	1	kàlà	kala		FALSE	1		
numerals-furu1242-1-two-1	numerals-furu1242-1	Chan2019	two	2	zó	zo		FALSE	2		
numerals-furu1242-1-three-1	numerals-furu1242-1	Chan2019	three	3	mùtuá	mutua		FALSE	3		
numerals-furu1242-1-four-1	numerals-furu1242-1	Chan2019	four	4	sɔ́	so		FALSE	4		
numerals-furu1242-1-five-1	numerals-furu1242-1	Chan2019	five	5	mí	mi		FALSE	5		
numerals-furu1242-1-six-1	numerals-furu1242-1	Chan2019	six	6	mí.ɲàlā.kàlà	minalakala	{five.add.one}	FALSE	5+{LIG}1		
numerals-furu1242-1-seven-1	numerals-furu1242-1	Chan2019	seven	7	sísì.mùtuá	sisimutua		FALSE	4'+3		
numerals-furu1242-1-seven-2	numerals-furu1242-1	Chan2019	seven	7	sí.mùtuá	simutua		FALSE	4"+3		
numerals-furu1242-1-seven-3	numerals-furu1242-1	Chan2019	seven	7	sìnī.mùtuá.sìnī.sɔ́	sinimutuasiniso		FALSE	?		
numerals-furu1242-1-eight-1	numerals-furu1242-1	Chan2019	eight	8	nɡbèɗē	ngbede		FALSE	8		
numerals-furu1242-1-nine-1	numerals-furu1242-1	Chan2019	nine	9	tsínì.sɔ́ sî.sɔ́	tsinisosiso		FALSE	4'+4+1		
numerals-furu1242-1-nine-2	numerals-furu1242-1	Chan2019	nine	9	ɡūmbáyā	gumbaya		FALSE	9		
numerals-furu1242-1-ten-1	numerals-furu1242-1	Chan2019	ten	10	bàléꜜ bǎꜜ	baleba	< Ngbandi or Sango ?	TRUE	10		
numerals-furu1242-1-twelve-1	numerals-furu1242-1	Chan2019	twelve	12	bàléꜜ.ná.kálà.zɔ̀.ná.zó	balenakalazonazo		FALSE	10+1+		
numerals-furu1242-1-twenty-1	numerals-furu1242-1	Chan2019	twenty	20	bàléꜜ.ná.zó	balenazo	{ten.DEFINITE.two}	FALSE	10·2		
numerals-furu1242-1-hundred-1	numerals-furu1242-1	Chan2019	hundred	100	nɡbànɡbò	ngbangbo	< Ngbandi or Sango ?	TRUE	100		
ID	Language_ID	Source	Parameter_ID	NumberValue	Value	Form	Comment_contributor	Loan	Gloss	Comment_glosser	Alternate_gloss
numerals-gula1268-1-one-1	numerals-gula1268-1	Chan2019	one	1	kérē	kere		FALSE	1		
numerals-gula1268-1-two-1	numerals-gula1268-1	Chan2019	two	2	jōó	joo		FALSE	2		
numerals-gula1268-1-three-1	numerals-gula1268-1	Chan2019	three	3	mùtœ́	mutoe		FALSE	3		
numerals-gula1268-1-four-1	numerals-gula1268-1	Chan2019	four	4	sɔ́	so		FALSE	4		
numerals-gula1268-1-five-1	numerals-gula1268-1	Chan2019	five	5	mí	mi		FALSE	5		
numerals-gula1268-1-six-1	numerals-gula1268-1	Chan2019	six	6	mèhé̯	mehe		FALSE	6		
numerals-gula1268-1-seven-1	numerals-gula1268-1	Chan2019	seven	7	sìrí	siri		FALSE	7		
numerals-gula1268-1-eight-1	numerals-gula1268-1	Chan2019	eight	8	sɔ́sɔ́	soso	( 4 + 4 )	FALSE	4+4		
numerals-gula1268-1-nine-1	numerals-gula1268-1	Chan2019	nine	9	jī kérē	jikere	( 10 - 1)	FALSE	10’-1		
numerals-gula1268-1-ten-1	numerals-gula1268-1	Chan2019	ten	10	dɔ̀ɡə̀	doga		FALSE	10		
numerals-gula1268-1-ten-2	numerals-gula1268-1	Chan2019	ten	10	kùtə̀	kuta		FALSE	10"		
numerals-gula1268-1-eleven-1	numerals-gula1268-1	Chan2019	eleven	11	dɔ̀ɡə̀-ɡìdœ̀-kérē	dogagidoekere		FALSE	10+{LIG}1		
numerals-gula1268-1-twelve-1	numerals-gula1268-1	Chan2019	twelve	12	dɔ̀ɡə̀-ɡìdœ̀-jōó	dogagidoejoo		FALSE	10+{LIG}2		
numerals-gula1268-1-thirteen-1	numerals-gula1268-1	Chan2019	thirteen	13	dɔ̀ɡə̀-ɡìdœ̀-mùtœ́	dogagidoemutoe		FALSE	10+{LIG}3		
numerals-gula1268-1-fourteen-1	numerals-gula1268-1	Chan2019	fourteen	14	dɔ̀ɡə̀-ɡìdœ̀-sɔ́	dogagidoeso		FALSE	10+{LIG}4		
numerals-gula1268-1-fifteen-1	numerals-gula1268-1	Chan2019	fifteen	15	dɔ̀ɡə̀-ɡìdœ̀-mí	dogagidoemi		FALSE	10+{LIG}5		
numerals-gula1268-1-sixteen-1	numerals-gula1268-1	Chan2019	sixteen	16	dɔ̀ɡə̀-ɡìdœ̀-mèhé̯	dogagidoemehe		FALSE	10+{LIG}6		
numerals-gula1268-1-seventeen-1	numerals-gula1268-1	Chan2019	seventeen	17	dɔ̀ɡə̀-ɡìdœ̀-sìrí	dogagidoesiri		FALSE	10+{LIG}7		
numerals-gula1268-1-eighteen-1	numerals-gula1268-1	Chan2019	eighteen	18	dɔ̀ɡə̀-ɡìdœ̀-sɔ́sɔ́	dogagidoesoso		FALSE	10+{LIG}4+4		
numerals-gula1268-1-nineteen-1	numerals-gula1268-1	Chan2019	nineteen	19	dɔ̀ɡə̀-ɡìdœ̀-jī kérē	dogagidoejikere		FALSE	10+{LIG}10’-1		
numerals-gula1268-1-twenty-1	numerals-gula1268-1	Chan2019	twenty	20	kùtə̀-jōó	kutajoo		FALSE	10·2		
numerals-gula1268-1-twentyone-1	numerals-gula1268-1	Chan2019	twentyone	21	kùtə̀-jōó-ɡìdœ̀-kérē	kutajoogidoekere		FALSE	(10·2)+{LIG}1		
numerals-gula1268-1-twentytwo-1	numerals-gula1268-1	Chan2019	twentytwo	22	kùtə̀-jōó-ɡìdœ̀-jōó	kutajoogidoejoo		FALSE	(10·2)+{LIG}2		
numerals-gula1268-1-twentythree-1	numerals-gula1268-1	Chan2019	twentythree	23	kùtə̀-jōó-ɡìdœ̀-mùtœ́	kutajoogidoemutoe		FALSE	(10·2)+{LIG}3		
numerals-gula1268-1-twentyfour-1	numerals-gula1268-1	Chan2019	twentyfour	24	kùtə̀-jōó-ɡìdœ̀-sɔ́	kutajoogidoeso		FALSE	(10·2)+{LIG}4		
numerals-gula1268-1-twentyfive-1	numerals-gula1268-1	Chan2019	twentyfive	25	kùtə̀-jōó-ɡìdœ̀-mí	kutajoogidoemi		FALSE	(10·2)+{LIG}5		
numerals-gula1268-1-twentysix-1	numerals-gula1268-1	Chan2019	twentysix	26	kùtə̀-jōó-ɡìdœ̀-mèhé̯	kutajoogidoemehe		FALSE	(10·2)+{LIG}6		
numerals-gula1268-1-twentyseven-1	numerals-gula1268-1	Chan2019	twentyseven	27	kùtə̀-jōó-ɡìdœ̀-sìrí	kutajoogidoesiri		FALSE	(10·2)+{LIG}7		
numerals-gula1268-1-twentyeight-1	numerals-gula1268-1	Chan2019	twentyeight	28	kùtə̀-jōó-ɡìdœ̀-sɔ́sɔ́	kutajoogidoesoso		FALSE	(10·2)+{LIG}4+4		
numerals-gula1268-1-twentynine-1	numerals-gula1268-1	Chan2019	twentynine	29	kùtə̀-jōó-ɡìdœ̀-jī kérē	kutajoogidoejikere		FALSE	(10·2)+{LIG}10’-1		
numerals-gula1268-1-thirty-1	numerals-gula1268-1	Chan2019	thirty	30	kùtə̀-mùtœ́	kutamutoe		FALSE	10·3		
numerals-gula1268-1-forty-1	numerals-gula1268-1	Chan2019	forty	40	kùtə̀-sɔ́	kutaso		FALSE	10·4		
numerals-gula1268-1-fifty-1	numerals-gula1268-1	Chan2019	fifty	50	kùtə̀-mí	kutami		FALSE	10·5		
numerals-gula1268-1-sixty-1	numerals-gula1268-1	Chan2019	sixty	60	kùtə̀-mèhé̯	kutamehe		FALSE	10·6		
numerals-gula1268-1-seventy-1	numerals-gula1268-1	Chan2019	seventy	70	kùtə̀-sìrí	kutasiri		FALSE	10·7		
numerals-gula1268-1-eighty-1	numerals-gula1268-1	Chan2019	eighty	80	kùtə̀-sɔ́sɔ́	kutasoso		FALSE	10·(4+4)		
numerals-gula1268-1-ninety-1	numerals-gula1268-1	Chan2019	ninety	90	kùtə̀-jī kérē	kutajikere		FALSE	10·(10’-1)		
numerals-gula1268-1-hundred-1	numerals-gula1268-1	Chan2019	hundred	100	ɓú	bu		FALSE	100		
numerals-gula1268-1-twohundred-1	numerals-gula1268-1	Chan2019	twohundred	200	ɓú jōó	bujoo		FALSE	100·2		
numerals-gula1268-1-thousand-1	numerals-gula1268-1	Chan2019	thousand	1000	sák	sak		FALSE	1000		
numerals-gula1268-1-thousand-2	numerals-gula1268-1	Chan2019	thousand	1000	dūbə́	duba		FALSE	1000’		
numerals-gula1268-1-twothousand-1	numerals-gula1268-1	Chan2019	twothousand	2000	sák jōó	sakjoo		FALSE	1000·1		
numerals-gula1268-1-twothousand-2	numerals-gula1268-1	Chan2019	twothousand	2000	dūbə́ jōó	dubajoo		FALSE	1000’·2		
ID	Language_ID	Source	Parameter_ID	NumberValue	Value	Form	Comment_contributor	Loan	Gloss	Comment_glosser	Alternate_gloss
numerals-jaya1242-1-one-1	numerals-jaya1242-1	Chan2019	one	1	kalaŋ	kalang		FALSE	1		
numerals-jaya1242-1-two-1	numerals-jaya1242-1	Chan2019	two	2	dio	dio		FALSE	2		
numerals-jaya1242-1-three-1	numerals-jaya1242-1	Chan2019	three	3	moto	moto		FALSE	3		
numerals-jaya1242-1-four-1	numerals-jaya1242-1	Chan2019	four	4	so	so		FALSE	4		
numerals-jaya1242-1-five-1	numerals-jaya1242-1	Chan2019	five	5	mi	mi		FALSE	5		
numerals-jaya1242-1-six-1	numerals-jaya1242-1	Chan2019	six	6	maʃa	masa		FALSE	6		
numerals-jaya1242-1-seven-1	numerals-jaya1242-1	Chan2019	seven	7	sili	sili		FALSE	7		
numerals-jaya1242-1-eight-1	numerals-jaya1242-1	Chan2019	eight	8	rita	rita		FALSE	8		
numerals-jaya1242-1-nine-1	numerals-jaya1242-1	Chan2019	nine	9	rufu	rufu		FALSE	9		
numerals-jaya1242-1-ten-1	numerals-jaya1242-1	Chan2019	ten	10	sik	sik		FALSE	10		
numerals-jaya1242-1-eleven-1	numerals-jaya1242-1	Chan2019	eleven	11	sik-kar-kalaŋ	sikkarkalang		FALSE	10+{LIG}1		
numerals-jaya1242-1-twelve-1	numerals-jaya1242-1	Chan2019	twelve	12	sik-kar-dio	sikkardio		FALSE	10+{LIG}2		
numerals-jaya1242-1-thirteen-1	numerals-jaya1242-1	Chan2019	thirteen	13	sik-kar-moto	sikkarmoto		FALSE	10+{LIG}3		
numerals-jaya1242-1-fourteen-1	numerals-jaya1242-1	Chan2019	fourteen	14	sik-kar-so	sikkarso		FALSE	10+{LIG}4		
numerals-jaya1242-1-fifteen-1	numerals-jaya1242-1	Chan2019	fifteen	15	sik-kar-mi	sikkarmi		FALSE	10+{LIG}5		
numerals-jaya1242-1-sixteen-1	numerals-jaya1242-1	Chan2019	sixteen	16	sik-kar-maʃa	sikkarmasa		FALSE	10+{LIG}5+{LIG}1		
numerals-jaya1242-1-seventeen-1	numerals-jaya1242-1	Chan2019	seventeen	17	sik-kar-sili	sikkarsili		FALSE	10+{LIG}5+{LIG}2		
numerals-jaya1242-1-eighteen-1	numerals-jaya1242-1	Chan2019	eighteen	18	sik-kar-rita	sikkarrita		FALSE	10+{LIG}5+{LIG}3		
numerals-jaya1242-1-nineteen-1	numerals-jaya1242-1	Chan2019	nineteen	19	sik-kar-rufu	sikkarrufu		FALSE	10+{LIG}5+{LIG}4		
numerals-jaya1242-1-twenty-1	numerals-jaya1242-1	Chan2019	twenty	20	sidio	sidio		FALSE	10·2		
numerals-jaya1242-1-twentyone-1	numerals-jaya1242-1	Chan2019	twentyone	21	sidi-kar-kalaŋ	sidikarkalang		FALSE	(10·2)+1		
numerals-jaya1242-1-twentytwo-1	numerals-jaya1242-1	Chan2019	twentytwo	22	sidi-kar-dio	sidikardio		FALSE	(10·2)+2		
numerals-jaya1242-1-twentythree-1	numerals-jaya1242-1	Chan2019	twentythree	23	sidi-kar-moto	sidikarmoto		FALSE	(10·2)+3		
numerals-jaya1242-1-twentyfour-1	numerals-jaya1242-1	Chan2019	twentyfour	24	sidi-kar-so	sidikarso		FALSE	(10·2)+4		
numerals-jaya1242-1-twentyfive-1	numerals-jaya1242-1	Chan2019	twentyfive	25	sidi-kar-mi	sidikarmi		FALSE	(10·2)+5		
numerals-jaya1242-1-twentysix-1	numerals-jaya1242-1	Chan2019	twentysix	26	sidi-kar-maʃa	sidikarmasa		FALSE	(10·2)+6		
numerals-jaya1242-1-twentyseven-1	numerals-jaya1242-1	Chan2019	twentyseven	27	sidi-kar-sili	sidikarsili		FALSE	(10·2)+7		
numerals-jaya1242-1-twentyeight-1	numerals-jaya1242-1	Chan2019	twentyeight	28	sidi-kar-rita	sidikarrita		FALSE	(10·2)+8		
numerals-jaya1242-1-twentynine-1	numerals-jaya1242-1	Chan2019	twentynine	29	sidi-kar-rufu	sidikarrufu		FALSE	(10·2)+9		
numerals-jaya1242-1-thirty-1	numerals-jaya1242-1	Chan2019	thirty	30	simoto	simoto		FALSE	10·3		
numerals-jaya1242-1-forty-1	numerals-jaya1242-1	Chan2019	forty	40	siso	siso		FALSE	10·4		
numerals-jaya1242-1-fifty-1	numerals-jaya1242-1	Chan2019	fifty	50	simi	simi		FALSE	10·5		
numerals-jaya1242-1-sixty-1	numerals-jaya1242-1	Chan2019	sixty	60	simaʃa	simasa		FALSE	10·6		
numerals-jaya1242-1-seventy-1	numerals-jaya1242-1	Chan2019	seventy	70	sisili	sisili		FALSE	10·7		
numerals-jaya1242-1-eighty-1	numerals-jaya1242-1	Chan2019	eighty	80	sirita	sirita		FALSE	10·8		
numerals-jaya1242-1-ninety-1	numerals-jaya1242-1	Chan2019	ninety	90	sirufu	sirufu		FALSE	10·9		
numerals-jaya1242-1-hundred-1	numerals-jaya1242-1	Chan2019	hundred	100	karo	karo		FALSE	100		
numerals-jaya1242-1-twohundred-1	numerals-jaya1242-1	Chan2019	twohundred	200	karun dio	karundio		FALSE	100·2		
numerals-jaya1242-1-fourhundred-1	numerals-jaya1242-1	Chan2019	fourhundred	400	karun so	karunso		FALSE	100·4		
numerals-jaya1242-1-eighthundred-1	numerals-jaya1242-1	Chan2019	eighthundred	800	karun rita	karunrita		FALSE	100·8		
ID	Language_ID	Source	Parameter_ID	NumberValue	Value	Form	Comment_contributor	Loan	Gloss	Comment_glosser	Alternate_gloss
numerals-jurm1239-1-one-1	numerals-jurm1239-1	Chan2019	one	1	kɔ̀tɔ́	koto		FALSE	1		
numerals-jurm1239-1-two-1	numerals-jurm1239-1	Chan2019	two	2	rḯyö́	riyo		FALSE	2		
numerals-jurm1239-1-three-1	numerals-jurm1239-1	Chan2019	three	3	mòtá	mota		FALSE	3		
numerals-jurm1239-1-four-1	numerals-jurm1239-1	Chan2019	four	4	sòwɔ́	sowo		FALSE	4		
numerals-jurm1239-1-five-1	numerals-jurm1239-1	Chan2019	five	5	mùyí̈	muyi		FALSE	5		
numerals-jurm1239-1-six-1	numerals-jurm1239-1	Chan2019	six	6	mòdɔ́ɔ́kɔ̀tɔ́	modookoto	( 5 + 1 )	FALSE	5'+{LIG}1		
numerals-jurm1239-1-seven-1	numerals-jurm1239-1	Chan2019	seven	7	mòdɔ́mòrḯyö́	modomoriyo	( 5 + 2 )	FALSE	5'+{LIG}2		
numerals-jurm1239-1-eight-1	numerals-jurm1239-1	Chan2019	eight	8	mòdɔ́ɔ́mòtá	modoomota	( 5 + 3 )	FALSE	5'+{LIG}3		
numerals-jurm1239-1-nine-1	numerals-jurm1239-1	Chan2019	nine	9	mòdɔ́mòsòwɔ́	modomosowo	( 5 + 4 )	FALSE	5'+{LIG}4		
numerals-jurm1239-1-ten-1	numerals-jurm1239-1	Chan2019	ten	10	ɓùtë́	bute		FALSE	10		
numerals-jurm1239-1-eleven-1	numerals-jurm1239-1	Chan2019	eleven	11	ɓùtë́ dɔ̀ɔ́kɔ̀tɔ́	butedookoto		FALSE	10+1		
numerals-jurm1239-1-twelve-1	numerals-jurm1239-1	Chan2019	twelve	12	ɓùtë́ dɔ̀mórḯyö́	butedomoriyo		FALSE	10+2		
numerals-jurm1239-1-thirteen-1	numerals-jurm1239-1	Chan2019	thirteen	13	ɓùtë́ dɔ̀ɔ́mòtá	butedoomota		FALSE	10+3		
numerals-jurm1239-1-fourteen-1	numerals-jurm1239-1	Chan2019	fourteen	14	ɓùtë́ dɔ̀mósòwɔ́	butedomosowo		FALSE	10+4		
numerals-jurm1239-1-fifteen-1	numerals-jurm1239-1	Chan2019	fifteen	15	ɓùtë́ dö́ö́mù	butedoomu		FALSE	10+5		
numerals-jurm1239-1-sixteen-1	numerals-jurm1239-1	Chan2019	sixteen	16	ɓùtë́ dö́ö́mù dɔ̀ɔ́kɔ̀tɔ́	butedoomudookoto		FALSE	10+{LIG}5'+{LIG}1		
numerals-jurm1239-1-seventeen-1	numerals-jurm1239-1	Chan2019	seventeen	17	ɓùtë́ dö́ö́mù dɔ̀mórḯyö́	butedoomudomoriyo		FALSE	10+{LIG}5'+{LIG}2		
numerals-jurm1239-1-eighteen-1	numerals-jurm1239-1	Chan2019	eighteen	18	ɓùtë́ dö́ö́mù dɔ̀ɔ́mòtá	butedoomudoomota		FALSE	10+{LIG}5'+{LIG}3		
numerals-jurm1239-1-nineteen-1	numerals-jurm1239-1	Chan2019	nineteen	19	ɓùtë́ dö́ö́mù dɔ̀mósòwɔ́	butedoomudomosowo		FALSE	10+{LIG}5'+{LIG}4		
numerals-jurm1239-1-twenty-1	numerals-jurm1239-1	Chan2019	twenty	20	ɓùtë́ rḯyö́	buteriyo		FALSE	10·2		
numerals-jurm1239-1-twentyone-1	numerals-jurm1239-1	Chan2019	twentyone	21	ɓùtë́ rḯyö́ dɔ̀ɔ́kɔ̀tɔ́	buteriyodookoto		FALSE	(10·2)+{LIG}1		
numerals-jurm1239-1-twentytwo-1	numerals-jurm1239-1	Chan2019	twentytwo	22	ɓùtë́ rḯyö́ dɔ̀mórḯyö́	buteriyodomoriyo		FALSE	(10·2)+{LIG}2		
numerals-jurm1239-1-twentythree-1	numerals-jurm1239-1	Chan2019	twentythree	23	ɓùtë́ rḯyö́ dɔ̀ɔ́mòtá	buteriyodoomota		FALSE	(10·2)+{LIG}3		
