Column1,ID,Language_ID,Source,Parameter_ID,NumberValue,Value,Form,Comment_contributor,Loan,Gloss,Comment_glosser,Alternate_gloss
1,numerals-lala1270-1-one-1,numerals-lala1270-1,Chan2019,one,1,kɞ̃ː³⁴,ke34,,FALSCH,1,NA,NA
2,numerals-lala1270-1-two-1,numerals-lala1270-1,Chan2019,two,2,t̪ɵ̃̆²⁴,to24,,FALSCH,2,NA,NA
3,numerals-lala1270-1-three-1,numerals-lala1270-1,Chan2019,three,3,ʔn̪ɘ̃̆͡ɪ̃̆³⁴,nei34,,FALSCH,3,NA,NA
4,numerals-lala1270-1-four-1,numerals-lala1270-1,Chan2019,four,4,kʸʏ̃³,kyy3,,FALSCH,4,NA,NA
5,numerals-lala1270-1-five-1,numerals-lala1270-1,Chan2019,five,5,ʔŋʸæ̝̃³,ngyae3,,FALSCH,5,NA,NA
6,numerals-lala1270-1-six-1,numerals-lala1270-1,Chan2019,six,6,hŋʸʏ̃ː²³,hngyy23,,FALSCH,6,NA,NA
7,numerals-lala1270-1-seven-1,numerals-lala1270-1,Chan2019,seven,7,ɡʸæ̝²⁴,gyae24,,FALSCH,7,NA,NA
8,numerals-lala1270-1-eight-1,numerals-lala1270-1,Chan2019,eight,8,hŋʸæ̝̃̆²⁴,hngyae24,,FALSCH,8,NA,NA
9,numerals-lala1270-1-nine-1,numerals-lala1270-1,Chan2019,nine,9,ŋʸʏ̃̆²⁴,ngyy24,,FALSCH,9,NA,NA
10,numerals-lala1270-1-ten-1,numerals-lala1270-1,Chan2019,ten,10,ɡʸæ̝̆²⁴,gyae24,,FALSCH,10,NA,NA
11,numerals-lala1270-1-eleven-1,numerals-lala1270-1,Chan2019,eleven,11,ɡʸæ̝̆²⁴.kʸæ̝̃ː³⁴,gyae24kyae34,,FALSCH,10+1,NA,NA
12,numerals-lala1270-1-twelve-1,numerals-lala1270-1,Chan2019,twelve,12,ɡʸæ̝̆²⁴.t̪œ̃̆²⁴,gyae24toe24,,FALSCH,10+2,NA,NA
13,numerals-lala1270-1-thirteen-1,numerals-lala1270-1,Chan2019,thirteen,13,ɡʸæ̝̆²⁴.ʔn̪ĩ³⁴,gyae24ni34,,FALSCH,10+3,NA,NA
14,numerals-lala1270-1-fourteen-1,numerals-lala1270-1,Chan2019,fourteen,14,ɡʸæ̝̆²⁴.kʸʏ̃³,gyae24kyy3,,FALSCH,10+4,NA,NA
15,numerals-lala1270-1-fifteen-1,numerals-lala1270-1,Chan2019,fifteen,15,ɡʸæ̝̆²⁴.ʔŋʸæ̝̃³,gyae24ngyae3,,FALSCH,10+5,NA,NA
16,numerals-lala1270-1-sixteen-1,numerals-lala1270-1,Chan2019,sixteen,16,ɡʸæ̝̆²⁴.hŋʸʏ̃ː²³,gyae24hngyy23,,FALSCH,10+6,NA,NA
17,numerals-lala1270-1-seventeen-1,numerals-lala1270-1,Chan2019,seventeen,17,ɡʸæ̝̆²⁴.ɡʸæ̝²⁴,gyae24gyae24,,FALSCH,10+7,NA,NA
