"Language_ID","ID","Parameter_ID","Value","Form","Gloss","Alternate_Gloss","Comment_Glosser"
"nyam1276-1","nyam1276-1-1-1",1,"solo","solo","1","1",NA
"nyam1276-1","nyam1276-1-2-1",2,"bili","bili","2","2",NA
"nyam1276-1","nyam1276-1-3-1",3,"yatu ??","yatu ??","3","3",NA
"nyam1276-1","nyam1276-1-4-1",4,"inne","inne","4","4",NA
"nyam1276-1","nyam1276-1-5-1",5,"itano","itano","5","5",NA
"nyam1276-1","nyam1276-1-6-1",6,"handatu","handatu","3'·3","x3","elsewhere - tan dat = leave three members"
"nyam1276-1","nyam1276-1-7-1",7,"mpunɡati","mpunɡati","7","?",NA
"nyam1276-1","nyam1276-1-8-1",8,"nane","nane","4’+4","x4",NA
"nyam1276-1","nyam1276-1-9-1",9,"kenda","kenda","9","9","child inside stomach - ‘ka’ NC12 ‘ĩ’ - inside and ‘nda’ - stomach. see Englebretson&Wa-Ngatho.2015: 43. https://130.60.24.118/gramfinder/p/africa/englebretson_gikuyu2015_o.pdf"
"nyam1276-1","nyam1276-1-10-1",10,"ikumi","ikumi","{CL}10","10",NA
"nyam1276-1","nyam1276-1-11-1",11,"ikumi na imo","ikumi na imo","{CL}10+{and}1","10 + 1",NA
"nyam1276-1","nyam1276-1-12-1",12,"ikumi ni bili","ikumi ni bili","{CL}10+{and}2","10 + 2",NA
"nyam1276-1","nyam1276-1-13-1",13,"ikumi ni datu","ikumi ni datu","{CL}10+{and}3","10 + 3",NA
"nyam1276-1","nyam1276-1-14-1",14,"ikumi ni nne","ikumi ni nne","{CL}10+{and}4","10 + 4",NA
"nyam1276-1","nyam1276-1-15-1",15,"ikumi ni tano","ikumi ni tano","{CL}10+{and}5","10 + 5",NA
"nyam1276-1","nyam1276-1-16-1",16,"ikumi ni handatu","ikumi ni handatu","{CL}10+{and}(3’·3)","10 + x3",NA
"nyam1276-1","nyam1276-1-17-1",17,"ikumi ni mpunɡati","ikumi ni mpunɡati","{CL}10+{and}7","?",NA
"nyam1276-1","nyam1276-1-18-1",18,"ikumi ni nane","ikumi ni nane","{CL}10+{and}4’+4","10 + x4",NA
"nyam1276-1","nyam1276-1-19-1",19,"ikumi na kenda","ikumi na kenda","{CL}10+{and}9","10 + 9",NA
"nyam1276-1","nyam1276-1-20-1",20,"makumi ambili","makumi ambili","{CL’}10·{CL’}2","10 · 2",NA
"nyam1276-1","nyam1276-1-21-1",21,"makumi abili naimo","makumi abili naimo","({CL’}10·{CL’}2)+{and}1","(10 · 2) + 1",NA
"nyam1276-1","nyam1276-1-22-1",22,"makumi abili ni bili","makumi abili ni bili","({CL’}10·{CL’}2)+{and}2","(10 · 2) + 2",NA
"nyam1276-1","nyam1276-1-23-1",23,"makumi abili ni datu","makumi abili ni datu","({CL’}10·{CL’}2)+{and}3","(10 · 2) + 3",NA
"nyam1276-1","nyam1276-1-24-1",24,"makumi abili ni nne","makumi abili ni nne","({CL’}10·{CL’}2)+{and}4","(10 · 2) + 4",NA
"nyam1276-1","nyam1276-1-25-1",25,"makumi abili ni tano","makumi abili ni tano","({CL’}10·{CL’}2)+{and}5","(10 · 2) + 5",NA
"nyam1276-1","nyam1276-1-26-1",26,"makumi abili ni handatu","makumi abili ni handatu","({CL’}10·{CL’}2)+{and}(3·3)","(10 · 2) + x3",NA
"nyam1276-1","nyam1276-1-27-1",27,"makumi abili ni mpunɡatu","makumi abili ni mpunɡatu","({CL’}10·{CL’}2)+{and}7","?",NA
"nyam1276-1","nyam1276-1-28-1",28,"makumi abili ni nane","makumi abili ni nane","({CL’}10·{CL’}2)+{and}4’+4","(10 · 2) + x4",NA
"nyam1276-1","nyam1276-1-29-1",29,"makumi abili na kenda","makumi abili na kenda","({CL’}10·{CL’}2)+{and}9","(10 · 2) + 9",NA
"nyam1276-1","nyam1276-1-30-1",30,"makumi adatu","makumi adatu","{CL’}10·{CL’}3","10 · 3",NA
"nyam1276-1","nyam1276-1-40-1",40,"makumi anne","makumi anne","{CL’}10·{CL’}4","10 · 4",NA
"nyam1276-1","nyam1276-1-50-1",50,"makumi atano","makumi atano","{CL’}10·{CL’}5","10 · 5",NA
"nyam1276-1","nyam1276-1-60-1",60,"makumi handatu","makumi handatu","{CL’}10·{CL’}3’·3","10 · x3",NA
"nyam1276-1","nyam1276-1-70-1",70,"makumi mpunɡati","makumi mpunɡati","{CL’}10·7","?",NA
"nyam1276-1","nyam1276-1-80-1",80,"makumi nane","makumi nane","{CL’}10·(4’+4)","10 · x4",NA
"nyam1276-1","nyam1276-1-90-1",90,"makumi kenda","makumi kenda","{CL’}10·9","10 · 9",NA
"nyam1276-1","nyam1276-1-100-1",100,"iɡana limo","iɡana limo","{CL}100·{CL”}1’","100 · 1",NA
"nyam1276-1","nyam1276-1-200-1",200,"maɡana abili","maɡana abili","{CL’}100·{CL’}2","100 · 2",NA
"nyam1276-1","nyam1276-1-1000-1",1000,"shihumbi shimo","shihumbi shimo","{CL”’}1000·{CL”’}1’","1000 · 1",NA
"nyam1276-1","nyam1276-1-2000-1",2000,"shihumbi shibili","shihumbi shibili","{CL”’}1000·{CL”’}2","1000 · 2",NA
