ID,Language_ID,Source,Parameter_ID,NumberValue,Value,Form,Comment_contributor,Loan,Gloss,Comment_glosser,Alternate_gloss
barlowpacific-bowa1234-3-one-1,barlowpacific-bowa1234-3,Barlow2024,one,1,ti,ti,,FALSE,1,,
barlowpacific-bowa1234-3-two-1,barlowpacific-bowa1234-3,Barlow2024,two,2,rua,rua,,FALSE,2,,
barlowpacific-bowa1234-3-three-1,barlowpacific-bowa1234-3,Barlow2024,three,3,tala,tala,,FALSE,3,,
barlowpacific-bowa1234-3-four-1,barlowpacific-bowa1234-3,Barlow2024,four,4,hāu,hau,,FALSE,4,,
barlowpacific-bowa1234-3-five-1,barlowpacific-bowa1234-3,Barlow2024,five,5,lima,lima,,FALSE,5,,
barlowpacific-bowa1234-3-six-1,barlowpacific-bowa1234-3,Barlow2024,six,6,uōno,uono,,FALSE,6,,
barlowpacific-bowa1234-3-seven-1,barlowpacific-bowa1234-3,Barlow2024,seven,7,andatala,andatala,,FALSE,10'-3,,
barlowpacific-bowa1234-3-eight-1,barlowpacific-bowa1234-3,Barlow2024,eight,8,andurua,andurua,,FALSE,10'-2,,
barlowpacific-bowa1234-3-nine-1,barlowpacific-bowa1234-3,Barlow2024,nine,9,andati,andati,,FALSE,10'-1,,
barlowpacific-bowa1234-3-ten-1,barlowpacific-bowa1234-3,Barlow2024,ten,10,sengul,sengul,,FALSE,10,,
barlowpacific-bowa1234-3-eleven-1,barlowpacific-bowa1234-3,Barlow2024,eleven,11,sengul ti,sengulti,,FALSE,10+1,,
barlowpacific-bowa1234-3-twenty-1,barlowpacific-bowa1234-3,Barlow2024,twenty,20,rungul,rungul,,FALSE,2·10,,
barlowpacific-bowa1234-3-thirty-1,barlowpacific-bowa1234-3,Barlow2024,thirty,30,tulungul,tulungul,,FALSE,3·10,,
barlowpacific-bowa1234-3-forty-1,barlowpacific-bowa1234-3,Barlow2024,forty,40,hangul,hangul,,FALSE,4·10,,
barlowpacific-bowa1234-3-fifty-1,barlowpacific-bowa1234-3,Barlow2024,fifty,50,limungul,limungul,,FALSE,5·10,,
barlowpacific-bowa1234-3-sixty-1,barlowpacific-bowa1234-3,Barlow2024,sixty,60,wonongul,wonongul,,FALSE,6·10,,
barlowpacific-bowa1234-3-seventy-1,barlowpacific-bowa1234-3,Barlow2024,seventy,70,andatalungul,andatalungul,,FALSE,(10'-3)·10,,
barlowpacific-bowa1234-3-eighty-1,barlowpacific-bowa1234-3,Barlow2024,eighty,80,andurungul,andurungul,,FALSE,(10'-2)·10,,
barlowpacific-bowa1234-3-ninety-1,barlowpacific-bowa1234-3,Barlow2024,ninety,90,andassungul,andassungul,,FALSE,(10'-1)·10,,
barlowpacific-bowa1234-3-hundred-1,barlowpacific-bowa1234-3,Barlow2024,hundred,100,sengat,sengat,,FALSE,100,,
barlowpacific-bowa1234-3-twohundred-1,barlowpacific-bowa1234-3,Barlow2024,twohundred,200,rungat,rungat,,FALSE,2·100,,
barlowpacific-bowa1234-3-threehundred-1,barlowpacific-bowa1234-3,Barlow2024,threehundred,300,tulungat,tulungat,,FALSE,3·100,,
barlowpacific-bowa1234-3-fourhundred-1,barlowpacific-bowa1234-3,Barlow2024,fourhundred,400,hangat,hangat,,FALSE,4·100,,
barlowpacific-bowa1234-3-fivehundred-1,barlowpacific-bowa1234-3,Barlow2024,fivehundred,500,limangat,limangat,,FALSE,5·100,,
barlowpacific-bowa1234-3-sixhundred-1,barlowpacific-bowa1234-3,Barlow2024,sixhundred,600,anangat,anangat,,FALSE,6·100,,
barlowpacific-bowa1234-3-sevenhundred-1,barlowpacific-bowa1234-3,Barlow2024,sevenhundred,700,andatulangat,andatulangat,,FALSE,(10'-3)·100,,
barlowpacific-bowa1234-3-eighthundred-1,barlowpacific-bowa1234-3,Barlow2024,eighthundred,800,andurungat,andurungat,,FALSE,(10'-2)·100,,
barlowpacific-bowa1234-3-ninehundred-1,barlowpacific-bowa1234-3,Barlow2024,ninehundred,900,andassangat,andassangat,,FALSE,(10'-1)·100,,
barlowpacific-bowa1234-3-thousand-1,barlowpacific-bowa1234-3,Barlow2024,thousand,1000,pā́ti,pati,,FALSE,1000,,
