ID,Language_ID,Source,Parameter_ID,NumberValue,Value,Form,Comment_contributor,Loan,Gloss,Comment_glosser,Alternate_gloss
numerals-duun1242-1-one-1,numerals-duun1242-1,Chan2019,one,1,sɔʔi,soi,,FALSE,1,,
numerals-duun1242-1-two-1,numerals-duun1242-1,Chan2019,two,2,fíʔi,fii,,FALSE,2,,
numerals-duun1242-1-three-1,numerals-duun1242-1,Chan2019,three,3,ʒiʔi,zii,,FALSE,3,,
numerals-duun1242-1-four-1,numerals-duun1242-1,Chan2019,four,4,naai,naai,,FALSE,4,,
numerals-duun1242-1-five-1,numerals-duun1242-1,Chan2019,five,5,nũ,nu,,FALSE,5,,
numerals-duun1242-1-six-1,numerals-duun1242-1,Chan2019,six,6,tũmɛ̃,tume,,FALSE,6,,
numerals-duun1242-1-seven-1,numerals-duun1242-1,Chan2019,seven,7,ɲɛ̃ːnũ,nenu,,FALSE,7,,2’+5
numerals-duun1242-1-eight-1,numerals-duun1242-1,Chan2019,eight,8,ŋaai,ngaai,,FALSE,[4]+4’,4’=possibly sound change,
numerals-duun1242-1-nine-1,numerals-duun1242-1,Chan2019,nine,9,kleːlo,klelo,,FALSE,9,likely -1,
numerals-duun1242-1-ten-1,numerals-duun1242-1,Chan2019,ten,10,ceũ,ceu,,FALSE,10,,
numerals-duun1242-1-eleven-1,numerals-duun1242-1,Chan2019,eleven,11,ceu ko sɔʔi,ceukosoi,,FALSE,10+{and}1,,
numerals-duun1242-1-twelve-1,numerals-duun1242-1,Chan2019,twelve,12,ceu ko fíʔi,ceukofii,,FALSE,10+{and}2,,
numerals-duun1242-1-thirteen-1,numerals-duun1242-1,Chan2019,thirteen,13,ceu ko ʒiʔi,ceukozii,,FALSE,10+{and}3,,
numerals-duun1242-1-fourteen-1,numerals-duun1242-1,Chan2019,fourteen,14,ceu ko naai,ceukonaai,,FALSE,10+{and}4,,
numerals-duun1242-1-fifteen-1,numerals-duun1242-1,Chan2019,fifteen,15,ceu ko nũ,ceukonu,,FALSE,10+{and}5,,
numerals-duun1242-1-sixteen-1,numerals-duun1242-1,Chan2019,sixteen,16,ceu ko tũmɛ̃,ceukotume,,FALSE,10+{and}6,,
