"Language_ID","ID","Parameter_ID","Value","Form","Gloss","Alternate_Gloss","Comment_Glosser"
"poko1261-1","poko1261-1-1-1",1,"modza","modza","1","1",NA
"poko1261-1","poko1261-1-2-1",2,"mbii","mbii","2","2",NA
"poko1261-1","poko1261-1-3-1",3,"ntahu","ntahu","3","3",NA
"poko1261-1","poko1261-1-4-1",4,"nee","nee","4","4",NA
"poko1261-1","poko1261-1-5-1",5,"nsano","nsano","5","5",NA
"poko1261-1","poko1261-1-6-1",6,"ntandahu","ntandahu","6","x3","x = 2? x = lingature"
"poko1261-1","poko1261-1-7-1",7,"mfunɡahe","mfunɡahe","7",NA,NA
"poko1261-1","poko1261-1-8-1",8,"nane","nane","4’+4","x4",NA
"poko1261-1","poko1261-1-9-1",9,"kenda","kenda","9","9","child inside stomach - ‘ka’ NC12 ‘ĩ’ - inside and ‘nda’ - stomach. see Englebretson&Wa-Ngatho.2015: 43. https://130.60.24.118/gramfinder/p/africa/englebretson_gikuyu2015_o.pdf"
"poko1261-1","poko1261-1-10-1",10,"kumi","kumi","10",NA,NA
"poko1261-1","poko1261-1-11-1",11,"kumi na modza","kumi na modza","10+{and}1",NA,NA
"poko1261-1","poko1261-1-12-1",12,"kumi na mbii","kumi na mbii","10+{and}2",NA,NA
"poko1261-1","poko1261-1-13-1",13,"kumi na ntahu","kumi na ntahu","10+{and}3",NA,NA
"poko1261-1","poko1261-1-14-1",14,"kumi na nee","kumi na nee","10+{and}4",NA,NA
"poko1261-1","poko1261-1-15-1",15,"kumi na nsano","kumi na nsano","10+{and}5",NA,NA
"poko1261-1","poko1261-1-16-1",16,"kumi na ntandahu","kumi na ntandahu","10+{and}6",NA,NA
"poko1261-1","poko1261-1-17-1",17,"kumi na mfunɡahe","kumi na mfunɡahe","10+{and}7",NA,NA
"poko1261-1","poko1261-1-18-1",18,"kumi na nane","kumi na nane","10+{and}4'+4",NA,NA
"poko1261-1","poko1261-1-19-1",19,"kumi na kenda","kumi na kenda","10+{and}9","10+{and}{CL}9",NA
"poko1261-1","poko1261-1-20-1",20,"miyonɡo miwii","miyonɡo miwii","{CL'}10·{CL'}2",NA,NA
"poko1261-1","poko1261-1-21-1",21,"miyonɡo miwii na modza","miyonɡo miwii na modza","({CL’}10·{CL’}2)+{and}1",NA,NA
"poko1261-1","poko1261-1-22-1",22,"miyonɡo miwii na mbii","miyonɡo miwii na mbii","({CL’}10·{CL’}2)+{and}2",NA,NA
"poko1261-1","poko1261-1-23-1",23,"miyonɡo miwii na ntahu","miyonɡo miwii na ntahu","({CL’}10·{CL’}2)+{and}3",NA,NA
"poko1261-1","poko1261-1-24-1",24,"miyonɡo miwii na nee","miyonɡo miwii na nee","({CL’}10·{CL’}2)+{and}4","(10·2)+4",NA
"poko1261-1","poko1261-1-25-1",25,"miyonɡo miwii na nsano","miyonɡo miwii na nsano","({CL’}10·{CL’}2)+{and}5","(10·2)+5",NA
"poko1261-1","poko1261-1-26-1",26,"miyonɡo miwii na ntandahu","miyonɡo miwii na ntandahu","({CL’}10·{CL’}2)+{and}6","(10·2)+(x3)",NA
"poko1261-1","poko1261-1-27-1",27,"miyonɡo miwii na mfunɡahe","miyonɡo miwii na mfunɡahe","({CL’}10·{CL’}2)+{and}7","(10·2)+7?",NA
"poko1261-1","poko1261-1-28-1",28,"miyonɡo miwii na nane","miyonɡo miwii na nane","({CL’}10·{CL’}2)+{and}4'+4","(10·2)+(x4)",NA
"poko1261-1","poko1261-1-29-1",29,"miyonɡo miwii na kenda","miyonɡo miwii na kenda","({CL’}10·{CL’}2)+{and}9","(10·2)+9",NA
"poko1261-1","poko1261-1-30-1",30,"miyonɡo mhahu","miyonɡo mhahu","{CL’}10+{and}{CL’}3","10·3",NA
"poko1261-1","poko1261-1-40-1",40,"miyonɡo mine","miyonɡo mine","{CL’}10+{and}{CL’}4","10·4",NA
"poko1261-1","poko1261-1-50-1",50,"miyonɡo mitsano","miyonɡo mitsano","{CL’}10+{and}{CL’}5","10·5",NA
"poko1261-1","poko1261-1-60-1",60,"miyonɡo mihandahu","miyonɡo mihandahu","{CL’}10+{and}{CL’}6","10·3x)",NA
"poko1261-1","poko1261-1-70-1",70,"miyonɡo mifunɡahe","miyonɡo mifunɡahe","{CL’}10+{and}{CL’}7","10·7?",NA
"poko1261-1","poko1261-1-80-1",80,"miyonɡo minane","miyonɡo minane","{CL’}10+{and}{CL’}4’+4","10·(x4)",NA
"poko1261-1","poko1261-1-90-1",90,"miyonɡo kenda","miyonɡo kenda","{CL’}10+{and}9","10·9",NA
"poko1261-1","poko1261-1-100-1",100,"ɡana","ɡana","100","100","(modza)"
"poko1261-1","poko1261-1-200-2",400,"maɡana mane","maɡana mane","{CL""}100·{CL""}4","?","error"
"poko1261-1","poko1261-1-200-1",200,"maɡana mawii","maɡana mawii","{CL""}100·{CL""}2","100·2",NA
"poko1261-1","poko1261-1-1000-1",1000,"elefu modza","elefu modza","1000·1","1000·1","('elufu' <Swahili)"
"poko1261-1","poko1261-1-2000-1",2000,"elefu mbii","elefu mbii","1000·2","1000·2",NA
"poko1261-2","poko1261-2-1-1",1,"modza","modza","1","1",NA
"poko1261-2","poko1261-2-2-1",2,"mbii","mbii","2","2",NA
"poko1261-2","poko1261-2-3-1",3,"ntahu","ntahu","3","3",NA
"poko1261-2","poko1261-2-4-1",4,"nee","nee","4","4",NA
"poko1261-2","poko1261-2-5-1",5,"nsano","nsano","5","5",NA
"poko1261-2","poko1261-2-6-1",6,"ntandahu","ntandahu","6","x3","nd? six contains three and some other morpheme"
"poko1261-2","poko1261-2-7-1",7,"nfunɡahe","nfunɡahe","7",NA,NA
"poko1261-2","poko1261-2-8-1",8,"nane","nane","8","x4",NA
"poko1261-2","poko1261-2-9-1",9,"kenda","kenda","9","9","child inside stomach - ‘ka’ NC12 ‘ĩ’ - inside and ‘nda’ - stomach. see Englebretson&Wa-Ngatho.2015: 43. https://130.60.24.118/gramfinder/p/africa/englebretson_gikuyu2015_o.pdf"
"poko1261-2","poko1261-2-10-1",10,"kumi","kumi","10","10",NA
"poko1261-2","poko1261-2-11-1",11,"kumi na modza","kumi na modza","10+{and}1","10+1","na"
"poko1261-2","poko1261-2-12-1",12,"kumi na mbii","kumi na mbii","10+{and}2","10+2",NA
"poko1261-2","poko1261-2-13-1",13,"kumi na ntahu","kumi na ntahu","10+{and}3","10+3",NA
"poko1261-2","poko1261-2-14-1",14,"kumi na ne","kumi na ne","10+{and}4","10+4",NA
"poko1261-2","poko1261-2-15-1",15,"kumi na nsano","kumi na nsano","10+{and}5","10+5",NA
"poko1261-2","poko1261-2-16-1",16,"kumi na ntandahu","kumi na ntandahu","10+{and}6","10+(3x)",NA
"poko1261-2","poko1261-2-17-1",17,"kumi na nfunɡahe","kumi na nfunɡahe","10+{and}7","10+7?",NA
"poko1261-2","poko1261-2-18-1",18,"kumi na nane","kumi na nane","10+{and}4'+4","10+(x4)",NA
"poko1261-2","poko1261-2-19-1",19,"kumi na kenda","kumi na kenda","10+{and}9","10+9",NA
"poko1261-2","poko1261-2-20-1",20,"miyonɡo miwii","miyonɡo miwii","{CL'}10·{CL'}2","10·2",NA
"poko1261-2","poko1261-2-21-1",21,"miyonɡo miwii na modza","miyonɡo miwii na modza","({CL’}10·{CL’}2)+{and}1","(10·2)+1",NA
"poko1261-2","poko1261-2-22-1",22,"miyonɡo miwii na mbii","miyonɡo miwii na mbii","({CL’}10·{CL’}2)+{and}2","(10·2)+2",NA
"poko1261-2","poko1261-2-23-1",23,"miyonɡo miwii na ntahu","miyonɡo miwii na ntahu","({CL’}10·{CL’}2)+{and}3","(10·2)+3",NA
"poko1261-2","poko1261-2-24-1",24,"miyonɡo miwii na ne","miyonɡo miwii na ne","({CL’}10·{CL’}2)+{and}4","(10·2)+4",NA
"poko1261-2","poko1261-2-25-1",25,"miyonɡo miwii na nsano","miyonɡo miwii na nsano","({CL’}10·{CL’}2)+{and}5","(10·2)+5",NA
