File,Glottocode,Language-level_Glottocode,Use_in_analyses
Africa942-Nubian-numerals-dill1242-1.csv,dill1242,dill1242,YES
Africa943-Nubian-numerals-mido1240-1.csv,mido1240,mido1240,YES
Africa944-Nubian-numerals-dong1288-1.csv,dong1288,kenu1236,YES
AN0001_numerals-basa1287-1.csv,basa1287,basa1287,YES
AN0002_barlowpacific-keta1243-1.csv,keta1243,keta1243,YES
AN0003_numerals-kava1241-1.csv,kava1241,kava1241,YES
AN0004_numerals-saki1247-1.csv,saki1247,saki1247,YES
AN0005_numerals-amis1246-1.csv,amis1246,amis1246,YES
AN0006_EDIT_abvd-1519-sira1267_EDIT.csv,sira1267,sira1267,YES
AN0007_EDIT_barlowpacific-kulo1238-1_EDIT.csv,kulo1238,kulo1238,YES
AN0008_numerals-sais1237-1.csv,sais1237,sais1237,YES
AN0009_numerals-kulo1237-1.csv,kulo1237,kulo1237,YES
AN0010_numerals-atay1247-1.csv,atay1247,atay1247,YES
AN0011_numerals-taro1264-1.csv,taro1264,taro1264,YES
AN0012_EDIT_abvd-637-papo1239_EDIT.csv,papo1239,papo1239,YES
AN0013_numerals-babu1240-1.csv,babu1240,babu1240,YES
AN0014_numerals-thao1240-1.csv,thao1240,thao1240,YES
AN0015_numerals-bunu1267-1.csv,bunu1267,bunu1267,YES
AN0016_numerals-kana1286-1.csv,kana1286,kana1286,YES
AN0017_numerals-saar1237-1.csv,saar1237,saar1237,YES
AN0018_numerals-tsou1248-1.csv,tsou1248,tsou1248,YES
AN0019_numerals-ruka1240-1.csv,ruka1240,ruka1240,YES
AN0020_numerals-puyu1239-1.csv,puyu1239,puyu1239,YES
AN0021_numerals-paiw1248-2.csv,paiw1248,paiw1248,YES
AN0022_numerals-yami1254-1.csv,yami1254,yami1254,YES
AN0023_numerals-ivat1242-1.csv,ivat1242,ivat1242,YES
AN0024_numerals-ibat1238-1.csv,ibat1238,ibat1238,YES
AN0025_numerals-isna1241-1.csv,isna1241,isna1241,YES
AN0026_barlowpacific-fair1238-1.csv,fair1238,fair1238,YES
AN0027_numerals-pamp1244-1.csv,pamp1244,pamp1244,YES
AN0028_barlowpacific-pudt1235-1.csv,pudt1235,pudt1235,YES
AN0029_barlowpacific-mala1534-1.csv,mala1534,mala1534,YES
AN0030_numerals-adas1235-1.csv,adas1235,adas1235,YES
AN0031_numerals-iban1267-1.csv,iban1267,iban1267,YES
AN0032_barlowpacific-gada1258-1.csv,gada1258,gada1258,YES
AN0033_numerals-gadd1244-1.csv,gadd1244,gadd1244,YES
AN0034_numerals-cent2084-1.csv,cent2084,cent2084,YES
AN0035_numerals-itaw1240-1.csv,itaw1240,itaw1240,YES
AN0036_numerals-yoga1237-1.csv,yoga1237,yoga1237,YES
AN0037_barlowpacific-dica1235-1.csv,dica1235,dica1235,YES
AN0038_numerals-dupa1235-1.csv,dupa1235,dupa1235,YES
AN0039_numerals-casi1235-1.csv,casi1235,casi1235,YES
AN0040_barlowpacific-agta1234-2.csv,agta1234,agta1234,YES
AN0041_barlowpacific-para1306-1.csv,para1306,para1306,YES
AN0042_numerals-bino1237-1.csv,bino1237,bino1237,YES
AN0043_barlowpacific-inla1260-2.csv,inla1260,inla1260,YES
AN0044_numerals-lubu1243-1.csv,lubu1243,lubu1243,YES
AN0045_EDIT_abvd-671-sout2908_EDIT.csv,sout2908,sout2908,YES
AN0046_numerals-butb1235-1.csv,butb1235,butb1235,YES
AN0047_barlowpacific-madu1248-1.csv,madu1248,madu1248,YES
AN0048_EDIT_numerals-lowe1412-1_EDIT.csv,lowe1412,lowe1412,YES
AN0049_barlowpacific-masa1307-1.csv,masa1307,masa1307,YES
AN0050_barlowpacific-moya1235-1.csv,moya1235,moya1235,YES
AN0051_numerals-limo1248-1.csv,limo1248,limo1248,YES
AN0052_EDIT_barlowpacific-bana1288-1_EDIT.csv,bana1288,bana1288,YES
AN0053_barlowpacific-maba1279-1.csv,maba1279,maba1279,YES
AN0054_numerals-bala1310-1.csv,bala1310,bala1310,YES
AN0055_barlowpacific-cent2292-1.csv,cent2292,cent2292,YES
AN0056_numerals-fina1242-1.csv,fina1242,fina1242,YES
AN0057_numerals-kank1243-1.csv,kank1243,kank1243,YES
AN0058_barlowpacific-maen1235-1.csv,maen1235,maen1235,YES
AN0059_EDIT_numerals-nort2877-1_EDIT.csv,nort2877,nort2877,YES
AN0060_numerals-amga1235-1.csv,amga1235,amga1235,YES
AN0061_numerals-bata1298-1.csv,bata1298,bata1298,YES
AN0062_numerals-mayo1262-1.csv,mayo1262,mayo1262,YES
AN0063_numerals-tuwa1243-1.csv,tuwa1243,tuwa1243,YES
AN0064_numerals-isin1239-1.csv,isin1239,isin1239,YES
AN0065_numerals-ilon1239-1.csv,ilon1239,ilon1239,YES
AN0066_barlowpacific-iwak1237-1.csv,iwak1237,iwak1237,YES
AN0067_EDIT_numerals-ibal1244-1_EDIT.csv,ibal1244,ibal1244,YES
AN0068_numerals-kaya1320-1.csv,kaya1320,ahin1234,YES
AN0069_numerals-kele1259-1.csv,kele1259,kele1259,YES
AN0070_numerals-kara1487-1.csv,kara1487,kara1487,YES
AN0071_EDIT_numerals-pang1290-1_EDIT.csv,pang1290,pang1290,YES
AN0072_numerals-nort2875-1.csv,nort2875,nort2875,YES
AN0073_numerals-sout2905-1.csv,sout2905,sout2905,YES
AN0074_numerals-arta1239-1.csv,arta1239,arta1239,YES
AN0075_numerals-ilok1237-1.csv,ilok1237,ilok1237,YES
AN0076_numerals-aben1249-1.csv,aben1249,aben1249,YES
AN0077_numerals-boto1242-1.csv,boto1242,boto1242,YES
AN0078_numerals-amba1267-1.csv,amba1267,amba1267,YES
AN0079_barlowpacific-bata1297-1.csv,bata1297,bata1297,YES
AN0080_numerals-maga1263-1.csv,maga1263,maga1263,YES
AN0081_numerals-magi1241-1.csv,magi1241,magi1241,YES
AN0082_numerals-boli1256-1.csv,boli1256,boli1256,YES
AN0083_numerals-tina1248-1.csv,tina1248,tina1248,YES
AN0084_numerals-pamp1243-1.csv,pamp1243,pamp1243,YES
AN0085_numerals-remo1247-1.csv,remo1247,remo1247,YES
AN0086_barlowpacific-kasi1256-1.csv,kasi1256,kasi1256,YES
AN0087_EDIT_numerals-taga1270-1_EDIT.csv,taga1270,taga1270,YES
AN0088_barlowpacific-fili1244-1.csv,fili1244,fili1244,YES
AN0089_numerals-alab1246-1.csv,alab1246,alab1246,YES
AN0090_EDIT_abvd-1641-cama1250_EDIT.csv,cama1250,cama1250,YES
AN0091_barlowpacific-cent2087-1.csv,cent2087,cent2087,YES
AN0092_barlowpacific-sout2912-1.csv,sout2912,sout2912,YES
AN0093_EDIT_barlowpacific-isar1235-1_EDIT.csv,isar1235,isar1235,YES
AN0094_barlowpacific-mtir1236-1.csv,mtir1236,mtir1236,YES
AN0095_barlowpacific-mtir1235-1.csv,mtir1235,mtir1235,YES
AN0096_numerals-buhi1243-1.csv,buhi1243,alba1269,YES
AN0097_numerals-irig1242-1.csv,irig1242,irig1242,YES
AN0098_barlowpacific-nort2883-1.csv,nort2883,nort2883,YES
AN0099_numerals-bant1288-1.csv,bant1288,bant1288,YES
AN0100_numerals-bant1293-1.csv,bant1293,bant1293,YES
AN0101_barlowpacific-capi1239-1.csv,capi1239,capi1239,YES
AN0102_numerals-hili1240-1.csv,hili1240,hili1240,YES
AN0103_barlowpacific-masb1237-1.csv,masb1237,masb1237,YES
AN0104_numerals-masb1238-1.csv,masb1238,masb1238,YES
AN0105_barlowpacific-poro1253-1.csv,poro1253,poro1253,YES
AN0106_numerals-romb1245-1.csv,romb1245,romb1245,YES
AN0107_EDIT_barlowpacific-bayb1234-1_EDIT.csv,bayb1234,bayb1234,YES
AN0109_numerals-wara1300-1.csv,wara1300,wara1300,YES
AN0110_barlowpacific-wara1299-1.csv,wara1299,wara1299,YES
AN0111_numerals-akla1241-1.csv,akla1241,akla1240,YES
AN0112_numerals-inon1237-1.csv,inon1237,inon1237,YES
AN0113_numerals-kina1250-1.csv,kina1250,kina1250,YES
AN0114_barlowpacific-sulo1237-1.csv,sulo1237,sulo1237,YES
AN0115_numerals-cuyo1237-1.csv,cuyo1237,cuyo1237,YES
AN0116_numerals-calu1238-1.csv,calu1238,calu1238,YES
AN0117_EDIT_abvd-1275-rata1245_EDIT.csv,rata1245,rata1245,YES
AN0121_numerals-butu1244-1.csv,butu1244,butu1244,YES
AN0122_numerals-taus1251-1.csv,taus1251,taus1251,YES
AN0123_numerals-suri1273-1.csv,suri1273,suri1273,YES
AN0124_barlowpacific-tand1258-1.csv,tand1258,tand1258,YES
AN0125_numerals-cebu1242-1.csv,cebu1242,cebu1242,YES
AN0126_numerals-mama1275-1.csv,mama1275,mama1275,YES
AN0127_numerals-dava1245-1.csv,dava1245,dava1245,YES
AN0128_numerals-kara1489-1.csv,kara1489,kara1489,YES
AN0129_numerals-mans1262-1.csv,mans1262,mans1262,YES
AN0130_barlowpacific-kama1363-1.csv,kama1363,kama1363,YES
AN0131_numerals-kaga1255-1.csv,kaga1255,kaga1255,YES
AN0132_numerals-kala1388-1.csv,kala1388,kala1388,YES
AN0133_numerals-taga1268-1.csv,taga1268,taga1268,YES
AN0134_numerals-umir1236-1.csv,umir1236,umir1236,YES
AN0135_numerals-east2482-1.csv,east2482,east2482,YES
AN0136_numerals-west2559-1.csv,west2559,west2559,YES
AN0137_numerals-buhi1245-1.csv,buhi1245,buhi1245,YES
AN0138_numerals-hanu1241-1.csv,hanu1241,hanu1241,YES
AN0139_numerals-kaga1256-1.csv,kaga1256,kaga1256,YES
AN0140_numerals-higa1237-1.csv,higa1237,higa1237,YES
AN0141_EDIT_abvd-415-binu1244_EDIT.csv,binu1244,binu1244,YES
AN0142_barlowpacific-cina1236-1.csv,cina1236,cina1236,YES
AN0143_EDIT_numerals-atam1240-1_EDIT.csv,atam1240,atam1240,YES
AN0144_numerals-mati1250-1.csv,mati1250,mati1250,YES
AN0145_numerals-agus1235-1.csv,agus1235,agus1235,YES
AN0146_EDIT_abvd-436-diba1242_EDIT.csv,diba1242,diba1242,YES
AN0147_barlowpacific-raja1254-1.csv,raja1254,raja1254,YES
AN0148_numerals-obom1235-1.csv,obom1235,obom1235,YES
AN0149_numerals-ilia1236-1.csv,ilia1236,ilia1236,YES
AN0150_numerals-west2555-1.csv,west2555,west2555,YES
AN0151_numerals-cota1241-1.csv,cota1241,cota1241,YES
AN0152_numerals-sara1327-1.csv,sara1327,sara1327,YES
AN0153_numerals-taga1272-1.csv,taga1272,taga1272,YES
AN0154_numerals-cent2089-1.csv,cent2089,cent2089,YES
AN0155_barlowpacific-east2694-1.csv,east2694,east2694,YES
AN0156_barlowpacific-nort2885-2.csv,nort2885,nort2885,YES
AN0157_barlowpacific-lapu1236-1.csv,lapu1236,lapu1236,YES
AN0158_numerals-koli1253-1.csv,koli1253,koli1253,YES
AN0159_numerals-west2557-1.csv,west2557,west2557,YES
AN0160_numerals-bata1301-1.csv,bata1301,bata1301,YES
AN0161_numerals-cent2090-1.csv,cent2090,cent2090,YES
AN0162_EDIT_numerals-tagb1258-1_EDIT.csv,tagb1258,tagb1258,YES
AN0163_numerals-molb1237-1.csv,molb1237,molb1237,YES
AN0164_numerals-broo1239-1.csv,broo1239,broo1239,YES
AN0165_numerals-sout2916-1.csv,sout2916,sout2916,YES
AN0166_barlowpacific-cent2091-1.csv,cent2091,cent2091,YES
AN0167_barlowpacific-taut1234-1.csv,taut1234,taut1234,YES
AN0168_EDIT_numerals-iran1262-1_EDIT.csv,iran1262,iran1262,YES
AN0169_numerals-magu1243-1.csv,magu1243,magu1243,YES
AN0170_numerals-mara1404-1.csv,mara1404,mara1404,YES
AN0171_numerals-mong1342-1.csv,mong1342,mong1342,YES
AN0172_numerals-pono1240-1.csv,pono1240,pono1240,YES
AN0173_numerals-bint1245-1.csv,bint1245,bint1245,YES
AN0174_barlowpacific-bola1252-1.csv,bola1252,bola1252,YES
AN0175_numerals-buol1237-1.csv,buol1237,buol1237,YES
AN0176_numerals-goro1259-1.csv,goro1259,goro1259,YES
AN0177_numerals-kaid1239-1.csv,kaid1239,kaid1239,YES
AN0178_numerals-lola1250-1.csv,lola1250,lola1250,YES
AN0179_numerals-suwa1241-1.csv,suwa1241,suwa1241,YES
AN0180_numerals-alan1249-1.csv,alan1249,alan1249,YES
AN0181_numerals-iray1237-1.csv,iray1237,iray1237,YES
AN0182_numerals-tady1237-1.csv,tady1237,tady1237,YES
AN0183_numerals-cala1258-1.csv,cala1258,cala1258,YES
AN0184_numerals-agut1237-1.csv,agut1237,agut1237,YES
AN0185_EDIT_abvd-1553-atii1237_EDIT.csv,atii1237,atii1237,YES
AN0186_numerals-gian1241-1.csv,gian1241,gian1241,YES
AN0187_numerals-tiru1241-1.csv,tiru1241,tiru1241,YES
AN0188_EDIT_abvd-413-koro1310_EDIT.csv,koro1310,koro1310,YES
AN0189_numerals-sara1326-1.csv,sara1326,sara1326,YES
AN0190_numerals-tbol1240-1.csv,tbol1240,tbol1240,YES
AN0191_numerals-sang1337-1.csv,sang1337,sang1337,YES
AN0192_barlowpacific-sang1336-11.csv,sang1336,sang1336,YES
AN0193_EDIT_numerals-tala1285-1_EDIT.csv,tala1285,tala1285,YES
AN0194_barlowpacific-bant1286-1.csv,bant1286,bant1286,YES
AN0195_numerals-rata1244-1.csv,rata1244,rata1244,YES
AN0196_numerals-tomb1243-1.csv,tomb1243,tomb1243,YES
AN0197_numerals-tond1251-1.csv,tond1251,tond1251,YES
AN0198_numerals-tons1240-1.csv,tons1240,tons1240,YES
AN0199_numerals-tont1239-1.csv,tont1239,tont1239,YES
AN0200_numerals-tons1239-1.csv,tons1239,tons1239,YES
AN0201_numerals-toto1304-1.csv,toto1304,toto1304,YES
AN0202_numerals-boan1243-1.csv,boan1243,boan1243,YES
AN0203_numerals-dond1249-1.csv,dond1249,dond1249,YES
AN0204_numerals-lauj1238-1.csv,lauj1238,lauj1238,YES
AN0205_numerals-tomi1243-1.csv,tomi1243,tomi1243,YES
AN0206_numerals-bala1314-1.csv,bala1314,bala1314,YES
AN0207_numerals-damp1237-2.csv,damp1237,damp1237,YES
AN0208_numerals-pend1242-1.csv,pend1242,pend1242,YES
AN0209_barlowpacific-taje1237-2.csv,taje1237,taje1237,YES
AN0210_numerals-taji1246-1.csv,taji1246,taji1246,YES
AN0211_numerals-andi1257-1.csv,andi1257,andi1257,YES
AN0212_numerals-batu1260-1.csv,batu1260,batu1260,YES
AN0213_numerals-salu1253-1.csv,salu1253,salu1253,YES
AN0214_numerals-bobo1255-1.csv,bobo1255,bobo1255,YES
AN0215_numerals-bala1315-1.csv,bala1315,bala1315,YES
AN0216_numerals-bang1368-1.csv,bang1368,bang1368,YES
AN0217_barlowpacific-kada1286-1.csv,kada1286,kada1286,YES
AN0218_numerals-tali1262-1.csv,tali1262,tali1262,YES
AN0219_EDIT_abvd-875-baho1237_EDIT.csv,baho1237,baho1237,YES
AN0220_numerals-bung1269-1.csv,bung1269,bung1269,YES
AN0221_EDIT_abvd-883-koro1311_EDIT.csv,koro1311,koro1311,YES
AN0222_numerals-kuli1254-1.csv,kuli1254,kuli1254,YES
AN0223_barlowpacific-mori1268-1.csv,mori1268,mori1268,YES
AN0224_EDIT_abvd-908-talo1252_EDIT.csv,talo1252,talo1252,YES
AN0225_numerals-wawo1239-1.csv,wawo1239,wawo1239,YES
AN0226_numerals-moro1287-1.csv,moro1287,moro1287,YES
AN0227_EDIT_abvd-885-mori1269_EDIT.csv,mori1269,mori1269,YES
AN0228_EDIT_abvd-907-pado1242_EDIT.csv,pado1242,pado1242,YES
AN0229_barlowpacific-toma1248-1.csv,toma1248,toma1248,YES
AN0230_barlowpacific-kode1237-1.csv,kode1237,kode1237,YES
AN0231_EDIT_abvd-919-raha1237_EDIT.csv,raha1237,raha1237,YES
AN0232_numerals-tola1247-1.csv,tola1247,tola1247,YES
AN0233_EDIT_abvd-916-waru1266_EDIT.csv,waru1266,waru1266,YES
AN0234_numerals-ciac1237-1.csv,ciac1237,ciac1237,YES
AN0235_numerals-kumb1274-1.csv,kumb1274,kumb1274,YES
AN0236_numerals-lasa1237-1.csv,lasa1237,lasa1237,YES
AN0237_numerals-buso1238-1.csv,buso1238,buso1238,YES
AN0238_numerals-kaim1241-1.csv,kaim1241,kaim1241,YES
AN0239_numerals-kiok1239-1.csv,kiok1239,kiok1239,YES
AN0240_numerals-liab1237-1.csv,liab1237,liab1237,YES
AN0241_numerals-muna1247-1.csv,muna1247,muna1247,YES
AN0242_numerals-panc1247-1.csv,panc1247,panc1247,YES
AN0243_numerals-tuka1248-1.csv,tuka1248,tuka1248,YES
AN0244_numerals-tuka1249-1.csv,tuka1249,tuka1249,YES
AN0245_barlowpacific-bone1254-1.csv,bone1254,bone1254,YES
AN0246_numerals-bara1371-1.csv,bara1371,bara1371,YES
AN0247_barlowpacific-daak1235-1.csv,daak1235,daak1235,YES
AN0248_numerals-ledo1238-1.csv,ledo1238,ledo1238,YES
AN0249_EDIT_barlowpacific-unde1235-1_EDIT.csv,unde1235,unde1235,YES
AN0250_numerals-moma1242-1.csv,moma1242,moma1242,YES
AN0251_numerals-lind1248-1.csv,lind1248,lind1248,YES
AN0252_EDIT_barlowpacific-sedo1237-1_EDIT.csv,sedo1237,sedo1237,YES
AN0253_numerals-pamo1252-1.csv,pamo1252,pamo1252,YES
AN0255_numerals-saru1242-1.csv,saru1242,saru1242,YES
AN0256_numerals-umaa1242-1.csv,umaa1242,umaa1242,YES
AN0257_barlowpacific-topo1243-1.csv,topo1243,topo1243,YES
AN0258_EDIT_lexirumah-kama1364-a_EDIT.csv,kama1364,kama1364,YES
AN0259_numerals-woli1241-1.csv,woli1241,woli1241,YES
AN0260_numerals-bara1372-1.csv,bara1372,laiy1246,YES
AN0261_numerals-kala1394-1.csv,kala1394,kala1394,YES
AN0262_numerals-wotu1240-1.csv,wotu1240,wotu1240,YES
AN0263_numerals-bada1261-1.csv,bada1261,bada1261,YES
AN0264_numerals-beso1237-1.csv,beso1237,beso1237,YES
AN0265_numerals-napu1241-1.csv,napu1241,napu1241,YES
AN0266_numerals-ramp1243-1.csv,ramp1243,ramp1243,YES
AN0267_barlowpacific-budo1241-1.csv,budo1241,budo1241,YES
AN0268_numerals-pana1303-1.csv,pana1303,pana1303,YES
AN0269_numerals-seko1243-1.csv,seko1243,seko1243,YES
AN0270_barlowpacific-seko1242-1.csv,seko1242,seko1242,YES
AN0271_barlowpacific-lemo1243-1.csv,lemo1243,lemo1243,YES
AN0272_numerals-kalu1247-1.csv,kalu1247,kalu1247,YES
AN0273_numerals-mama1276-1.csv,mama1276,mama1276,YES
AN0274_barlowpacific-taee1237-3.csv,taee1237,taee1237,YES
AN0276_numerals-tora1261-1.csv,tora1261,tora1261,YES
AN0277_numerals-mamu1255-1.csv,mamu1255,mamu1255,YES
AN0279_numerals-aral1243-1.csv,aral1243,aral1243,YES
AN0280_numerals-bamb1270-1.csv,bamb1270,bamb1270,YES
AN0281_barlowpacific-ulum1237-1.csv,ulum1237,ulum1237,YES
AN0283_barlowpacific-mand1442-2.csv,mand1442,mand1442,YES
AN0284_numerals-duri1242-1.csv,duri1242,duri1242,YES
AN0285_barlowpacific-enre1239-1.csv,enre1239,enre1239,YES
AN0288_numerals-bugi1244-1.csv,bugi1244,bugi1244,YES
AN0289_barlowpacific-camp1262-1.csv,camp1262,camp1262,YES
AN0290_numerals-emba1238-1.csv,emba1238,emba1238,YES
AN0291_numerals-tama1335-1.csv,tama1335,tama1335,YES
AN0292_barlowpacific-coas1295-3.csv,coas1295,coas1295,YES
AN0295_numerals-maka1311-1.csv,maka1311,maka1311,YES
AN0296_numerals-sela1260-1.csv,sela1260,sela1260,YES
AN0297_numerals-basa1286-1.csv,basa1286,basa1286,YES
AN0298_numerals-inab1237-1.csv,inab1237,inab1237,YES
AN0299_numerals-indo1317-1.csv,indo1317,indo1317,YES
AN0300_numerals-mapu1244-1.csv,mapu1244,mapu1244,YES
AN0301_numerals-west2560-1.csv,west2560,west2560,YES
AN0302_numerals-bala1311-1.csv,bala1311,bala1311,YES
AN0303_numerals-cent2092-1.csv,cent2092,cent2092,YES
AN0304_numerals-sout2918-1.csv,sout2918,sout2918,YES
AN0305_numerals-pang1291-1.csv,pang1291,pang1291,YES
AN0306_numerals-yaka1277-1.csv,yaka1277,yaka1277,YES
AN0307_barlowpacific-ampa1239-1.csv,ampa1239,ampa1239,YES
AN0308_numerals-tunj1244-1.csv,tunj1244,tunj1244,YES
AN0309_numerals-dusu1269-1.csv,dusu1269,dusu1269,YES
AN0310_EDIT_abvd-1209-lawa1257_EDIT.csv,lawa1257,lawa1257,YES
AN0311_numerals-tawo1243-1.csv,tawo1243,tawo1243,YES
AN0312_numerals-dusu1271-1.csv,dusu1271,dusu1271,YES
AN0313_barlowpacific-kohi1250-1.csv,kohi1250,kohi1250,YES
AN0314_numerals-otda1235-1.csv,otda1235,otda1235,YES
AN0315_barlowpacific-sian1254-1.csv,sian1254,sian1254,YES
AN0316_numerals-baku1263-1.csv,baku1263,baku1263,YES
AN0317_numerals-ngaj1237-1.csv,ngaj1237,ngaj1237,YES
AN0318_numerals-dusu1267-1.csv,dusu1267,dusu1267,YES
AN0319_numerals-maan1238-1.csv,maan1238,maan1238,YES
AN0320_numerals-paku1239-1.csv,paku1239,paku1239,YES
AN0321_numerals-meri1243-1.csv,meri1243,plat1254,YES
AN0322_barlowpacific-sout2920-1.csv,sout2920,sout2920,YES
AN0323_barlowpacific-bush1250-1.csv,bush1250,bush1250,YES
AN0324_barlowpacific-anta1255-2.csv,anta1255,anta1255,YES
AN0325_barlowpacific-nort2890-1.csv,nort2890,nort2890,YES
AN0326_EDIT_barlowpacific-tsim1257-1_EDIT.csv,tsim1257,tsim1257,YES
AN0327_barlowpacific-bara1369-1.csv,bara1369,bara1369,YES
AN0328_barlowpacific-tano1246-1.csv,tano1246,tano1246,YES
AN0329_barlowpacific-masi1268-1.csv,masi1268,masi1268,YES
AN0330_EDIT_abvd-1184-saka1291_EDIT.csv,saka1291,saka1291,YES
AN0331_barlowpacific-maha1309-2.csv,maha1309,maha1309,YES
AN0332_barlowpacific-tesa1236-1.csv,tesa1236,tesa1236,YES
AN0333_EDIT_abvd-1186-tand1256_EDIT.csv,tand1256,tand1256,YES
AN0334_numerals-bong1289-1.csv,bong1289,bong1289,YES
AN0335_EDIT_numerals-idaa1241-1_EDIT.csv,idaa1241,idaa1241,YES
AN0336_barlowpacific-dump1242-1.csv,dump1242,dump1242,YES
AN0337_barlowpacific-labu1249-2.csv,labu1249,labu1249,YES
AN0338_numerals-rung1259-1.csv,rung1259,rung1259,YES
AN0339_numerals-kima1244-1.csv,kima1244,kima1244,YES
AN0340_numerals-tobi1239-1.csv,tobi1239,tobi1239,YES
AN0342_numerals-cent2100-1.csv,cent2100,cent2100,YES
AN0343_barlowpacific-mino1243-1.csv,mino1243,mino1243,YES
AN0344_barlowpacific-sugu1243-1.csv,sugu1243,sugu1243,YES
AN0345_barlowpacific-kuij1237-1.csv,kuij1237,kuij1237,YES
AN0347_barlowpacific-tomb1244-1.csv,tomb1244,tomb1244,YES
AN0348_numerals-abai1240-1.csv,abai1240,abai1240,YES
AN0349_barlowpacific-lana1236-1.csv,lana1236,lana1236,YES
AN0350_barlowpacific-tamp1254-1.csv,tamp1254,tamp1254,YES
AN0351_numerals-uppe1427-1.csv,uppe1427,uppe1427,YES
AN0352_numerals-seru1246-1.csv,seru1246,seru1246,YES
AN0353_numerals-brun1245-1.csv,brun1245,brun1245,YES
AN0354_numerals-lotu1250-1.csv,lotu1250,lotu1250,YES
AN0355_barlowpacific-saba1267-2.csv,saba1267,saba1267,YES
AN0356_barlowpacific-gana1277-1.csv,gana1277,gana1277,YES
AN0357_numerals-book1241-1.csv,book1241,book1241,YES
AN0358_barlowpacific-keni1249-2.csv,keni1249,keni1249,YES
AN0359_numerals-timu1262-1.csv,timu1262,timu1262,YES
AN0360_numerals-palu1253-1.csv,palu1253,palu1253,YES
AN0361_numerals-taga1273-1.csv,taga1273,taga1273,YES
AN0362_barlowpacific-buru1304-1.csv,buru1304,buru1304,YES
AN0363_barlowpacific-nort3262-1.csv,nort3262,nort3262,YES
AN0364_barlowpacific-sout3241-1.csv,sout3241,sout3241,YES
AN0365_numerals-kala1391-1.csv,kala1391,kala1391,YES
AN0366_barlowpacific-okol1241-1.csv,okol1241,okol1241,YES
AN0367_barlowpacific-selu1243-1.csv,selu1243,selu1243,YES
AN0368_barlowpacific-semb1240-1.csv,semb1240,semb1240,YES
AN0369_barlowpacific-abai1241-1.csv,abai1241,abai1241,YES
AN0370_barlowpacific-papa1268-1.csv,papa1268,papa1268,YES
AN0371_numerals-tata1257-1.csv,tata1257,tata1257,YES
AN0372_barlowpacific-bolo1268-2.csv,bolo1268,bolo1268,YES
AN0373_numerals-kipu1237-1.csv,kipu1237,kipu1237,YES
AN0374_numerals-bela1260-1.csv,bela1260,bela1260,YES
AN0375_EDIT_numerals-tuto1241-1_EDIT.csv,tuto1241,tuto1241,YES
AN0376_barlowpacific-lela1246-1.csv,lela1246,lela1246,YES
AN0377_barlowpacific-naro1251-1.csv,naro1251,naro1251,YES
AN0378_numerals-cent2098-1.csv,cent2098,cent2098,YES
AN0379_numerals-east2486-1.csv,east2486,east2486,YES
AN0380_EDIT_abvd-45-west2564_EDIT.csv,west2564,west2564,YES
AN0381_numerals-kela1258-1.csv,kela1258,kela1258,YES
AN0383_numerals-lund1271-1.csv,lund1271,lund1271,YES
AN0384_numerals-saba1265-1.csv,saba1265,saba1265,YES
AN0385_barlowpacific-trin1273-1.csv,trin1273,trin1273,YES
AN0386_numerals-bint1246-1.csv,bint1246,bint1246,YES
AN0387_numerals-waha1238-1.csv,waha1238,waha1238,YES
AN0388_numerals-east2485-1.csv,east2485,east2485,YES
AN0389_barlowpacific-sebo1238-2.csv,sebo1238,sebo1238,YES
AN0390_numerals-west2563-1.csv,west2563,west2563,YES
AN0391_barlowpacific-long1406-1.csv,long1406,long1406,YES
AN0392_barlowpacific-umal1239-1.csv,umal1239,umal1239,YES
AN0393_EDIT_barlowpacific-umal1238-1_EDIT.csv,umal1238,umal1238,YES
AN0394_numerals-main1275-2.csv,main1275,main1275,YES
AN0395_numerals-kaja1250-1.csv,kaja1250,kaja1250,YES
AN0396_numerals-laha1253-1.csv,laha1253,laha1253,YES
AN0397_numerals-seka1248-1.csv,seka1248,seka1248,YES
AN0398_numerals-cent2101-1.csv,cent2101,cent2101,YES
AN0400_EDIT_numerals-kano1244-1_EDIT.csv,kano1244,kano1244,YES
AN0401_barlowpacific-sibu1258-1.csv,sibu1258,sibu1258,YES
AN0402_numerals-puna1267-1.csv,puna1267,puna1267,YES
AN0403_barlowpacific-puna1278-1.csv,puna1278,puna1278,YES
AN0405_barlowpacific-sian1255-1.csv,sian1255,sian1255,YES
AN0406_numerals-buka1261-1.csv,buka1261,buka1261,YES
AN0407_numerals-buki1248-1.csv,buki1248,buki1248,YES
AN0408_numerals-ukit1237-1.csv,ukit1237,ukit1237,YES
AN0409_numerals-puna1275-1.csv,puna1275,puna1275,YES
AN0410_EDIT_numerals-puna1266-1_EDIT.csv,puna1266,puna1266,YES
AN0411_EDIT_barlowpacific-saja1241-1_EDIT.csv,saja1241,saja1241,YES
AN0412_barlowpacific-aohe1237-2.csv,aohe1237,aohe1237,YES
AN0413_numerals-hovo1239-1.csv,hovo1239,hovo1239,YES
AN0414_numerals-kere1285-1.csv,kere1285,kere1285,YES
AN0415_numerals-baha1257-1.csv,baha1257,baha1257,YES
AN0416_barlowpacific-bara1370-1.csv,bara1370,bara1370,YES
AN0417_EDIT_barlowpacific-kaya1325-1_EDIT.csv,kaya1325,kaya1325,YES
